order_date;document_number;costumer;product;unit_price;document_value;implant_date
04/04/2024;7685;88;4;150;600;08/03/2024
04/04/2024;7686;88;8;190;1520;08/03/2024
04/04/2024;7687;89;3;120;360;10/03/2024
04/04/2024;7688;90;5;90;450;23/03/2024
04/04/2024;7689;91;10;200;2000;25/03/2024
04/04/2024;7690;92;4;150;600;29/03/2024
04/04/2024;7691;92;5;90;450;29/03/2024
05/04/2024;7692;4;9;200;1800;17/01/2023
05/04/2024;7693;7;4;150;600;06/02/2023
05/04/2024;7694;11;5;90;450;16/02/2023
05/04/2024;7695;12;5;90;450;19/02/2023
05/04/2024;7696;24;9;200;1800;22/04/2023
05/04/2024;7697;27;7;40;280;04/05/2023
05/04/2024;7698;32;2;105;210;05/06/2023
05/04/2024;7699;33;1;100;100;08/06/2023
05/04/2024;7700;39;5;90;450;15/07/2023
05/04/2024;7701;41;2;105;210;24/07/2023
05/04/2024;7702;44;3;120;360;29/07/2023
05/04/2024;7703;45;4;150;600;30/07/2023
05/04/2024;7704;45;4;150;600;30/07/2023
05/04/2024;7705;46;4;150;600;27/08/2023
05/04/2024;7706;47;6;30;180;28/08/2023
05/04/2024;7707;48;8;190;1520;29/08/2023
05/04/2024;7708;50;6;30;180;04/09/2023
05/04/2024;7709;54;8;190;1520;22/09/2023
05/04/2024;7710;58;1;100;100;12/10/2023
05/04/2024;7711;60;5;90;450;19/10/2023
05/04/2024;7712;63;3;120;360;07/11/2023
05/04/2024;7713;64;9;200;1800;14/11/2023
05/04/2024;7714;68;2;105;210;02/12/2023
05/04/2024;7715;78;10;200;2000;12/01/2024
05/04/2024;7716;78;5;90;450;12/01/2024
05/04/2024;7717;78;5;90;450;12/01/2024
05/04/2024;7718;78;2;105;210;12/01/2024
05/04/2024;7719;79;10;200;2000;18/01/2024
05/04/2024;7720;81;5;90;450;25/01/2024
05/04/2024;7721;81;5;90;450;25/01/2024
05/04/2024;7722;82;8;190;1520;05/02/2024
05/04/2024;7723;83;9;200;1800;15/02/2024
05/04/2024;7724;83;6;30;180;15/02/2024
05/04/2024;7725;83;5;90;450;15/02/2024
05/04/2024;7726;85;5;90;450;29/02/2024
05/04/2024;7727;88;5;90;450;08/03/2024
05/04/2024;7728;89;5;90;450;10/03/2024
05/04/2024;7729;89;3;120;360;10/03/2024
05/04/2024;7730;90;10;200;2000;23/03/2024
05/04/2024;7731;90;2;105;210;23/03/2024
05/04/2024;7732;91;3;120;360;25/03/2024
05/04/2024;7733;91;1;100;100;25/03/2024
05/04/2024;7734;91;8;190;1520;25/03/2024
05/04/2024;7735;91;10;200;2000;25/03/2024
05/04/2024;7736;92;7;40;280;29/03/2024
05/04/2024;7737;92;8;190;1520;29/03/2024
05/04/2024;7738;92;10;200;2000;29/03/2024
05/04/2024;7739;92;3;120;360;29/03/2024
05/04/2024;7740;93;6;30;180;05/04/2024
05/04/2024;7741;93;5;90;450;05/04/2024
06/04/2024;7742;1;3;120;360;01/01/2023
06/04/2024;7743;15;10;200;2000;10/03/2023
06/04/2024;7744;16;9;200;1800;10/03/2023
06/04/2024;7745;20;10;200;2000;29/03/2023
06/04/2024;7746;22;2;105;210;03/04/2023
06/04/2024;7747;23;7;40;280;13/04/2023
06/04/2024;7748;24;7;40;280;22/04/2023
06/04/2024;7749;30;7;40;280;23/05/2023
06/04/2024;7750;39;9;200;1800;15/07/2023
06/04/2024;7751;41;3;120;360;24/07/2023
06/04/2024;7752;42;3;120;360;24/07/2023
06/04/2024;7753;46;9;200;1800;27/08/2023
06/04/2024;7754;57;10;200;2000;02/10/2023
06/04/2024;7755;60;9;200;1800;19/10/2023
06/04/2024;7756;60;7;40;280;19/10/2023
06/04/2024;7757;60;6;30;180;19/10/2023
06/04/2024;7758;61;2;105;210;04/11/2023
06/04/2024;7759;63;5;90;450;07/11/2023
06/04/2024;7760;63;9;200;1800;07/11/2023
06/04/2024;7761;65;4;150;600;17/11/2023
06/04/2024;7762;67;1;100;100;24/11/2023
06/04/2024;7763;69;8;190;1520;03/12/2023
06/04/2024;7764;69;7;40;280;03/12/2023
06/04/2024;7765;70;8;190;1520;08/12/2023
06/04/2024;7766;71;1;100;100;12/12/2023
06/04/2024;7767;71;1;100;100;12/12/2023
06/04/2024;7768;71;7;40;280;12/12/2023
06/04/2024;7769;71;5;90;450;12/12/2023
06/04/2024;7770;72;5;90;450;18/12/2023
06/04/2024;7771;73;6;30;180;20/12/2023
06/04/2024;7772;75;7;40;280;29/12/2023
06/04/2024;7773;76;6;30;180;10/01/2024
06/04/2024;7774;76;6;30;180;10/01/2024
06/04/2024;7775;77;2;105;210;10/01/2024
06/04/2024;7776;78;6;30;180;12/01/2024
06/04/2024;7777;79;5;90;450;18/01/2024
06/04/2024;7778;79;5;90;450;18/01/2024
06/04/2024;7779;80;7;40;280;23/01/2024
06/04/2024;7780;80;4;150;600;23/01/2024
06/04/2024;7781;81;10;200;2000;25/01/2024
06/04/2024;7782;82;2;105;210;05/02/2024
06/04/2024;7783;83;7;40;280;15/02/2024
06/04/2024;7784;84;8;190;1520;23/02/2024
06/04/2024;7785;86;8;190;1520;03/03/2024
06/04/2024;7786;87;9;200;1800;04/03/2024
06/04/2024;7787;88;7;40;280;08/03/2024
06/04/2024;7788;88;2;105;210;08/03/2024
06/04/2024;7789;89;6;30;180;10/03/2024
06/04/2024;7790;90;6;30;180;23/03/2024
06/04/2024;7791;91;5;90;450;25/03/2024
06/04/2024;7792;91;5;90;450;25/03/2024
06/04/2024;7793;91;10;200;2000;25/03/2024
06/04/2024;7794;91;5;90;450;25/03/2024
06/04/2024;7795;92;2;105;210;29/03/2024
06/04/2024;7796;93;2;105;210;05/04/2024
06/04/2024;7797;93;10;200;2000;05/04/2024
06/04/2024;7798;94;9;200;1800;06/04/2024
06/04/2024;7799;94;5;90;450;06/04/2024
06/04/2024;7800;94;1;100;100;06/04/2024
06/04/2024;7801;94;3;120;360;06/04/2024
06/04/2024;7802;94;5;90;450;06/04/2024
06/04/2024;7803;95;8;190;1520;06/04/2024
06/04/2024;7804;95;9;200;1800;06/04/2024
06/04/2024;7805;95;1;100;100;06/04/2024
06/04/2024;7806;95;9;200;1800;06/04/2024
07/04/2024;7807;13;2;105;210;03/03/2023
07/04/2024;7808;14;9;200;1800;03/03/2023
07/04/2024;7809;17;7;40;280;16/03/2023
07/04/2024;7810;24;3;120;360;22/04/2023
07/04/2024;7811;28;5;90;450;08/05/2023
07/04/2024;7812;29;10;200;2000;13/05/2023
07/04/2024;7813;30;6;30;180;23/05/2023
07/04/2024;7814;33;9;200;1800;08/06/2023
07/04/2024;7815;36;2;105;210;09/07/2023
07/04/2024;7816;37;2;105;210;10/07/2023
07/04/2024;7817;46;5;90;450;27/08/2023
07/04/2024;7818;51;9;200;1800;14/09/2023
07/04/2024;7819;58;8;190;1520;12/10/2023
07/04/2024;7820;58;3;120;360;12/10/2023
07/04/2024;7821;60;3;120;360;19/10/2023
07/04/2024;7822;65;4;150;600;17/11/2023
07/04/2024;7823;65;1;100;100;17/11/2023
07/04/2024;7824;67;6;30;180;24/11/2023
07/04/2024;7825;68;2;105;210;02/12/2023
07/04/2024;7826;70;9;200;1800;08/12/2023
07/04/2024;7827;74;3;120;360;25/12/2023
07/04/2024;7828;74;6;30;180;25/12/2023
07/04/2024;7829;75;8;190;1520;29/12/2023
07/04/2024;7830;75;2;105;210;29/12/2023
07/04/2024;7831;76;1;100;100;10/01/2024
07/04/2024;7832;77;9;200;1800;10/01/2024
07/04/2024;7833;77;2;105;210;10/01/2024
07/04/2024;7834;78;10;200;2000;12/01/2024
07/04/2024;7835;78;9;200;1800;12/01/2024
07/04/2024;7836;79;6;30;180;18/01/2024
07/04/2024;7837;80;6;30;180;23/01/2024
07/04/2024;7838;81;10;200;2000;25/01/2024
07/04/2024;7839;82;2;105;210;05/02/2024
07/04/2024;7840;85;5;90;450;29/02/2024
07/04/2024;7841;86;5;90;450;03/03/2024
07/04/2024;7842;86;6;30;180;03/03/2024
07/04/2024;7843;86;10;200;2000;03/03/2024
07/04/2024;7844;87;1;100;100;04/03/2024
07/04/2024;7845;88;10;200;2000;08/03/2024
07/04/2024;7846;89;7;40;280;10/03/2024
07/04/2024;7847;90;2;105;210;23/03/2024
07/04/2024;7848;91;8;190;1520;25/03/2024
07/04/2024;7849;91;1;100;100;25/03/2024
07/04/2024;7850;91;6;30;180;25/03/2024
07/04/2024;7851;92;10;200;2000;29/03/2024
07/04/2024;7852;92;10;200;2000;29/03/2024
07/04/2024;7853;92;10;200;2000;29/03/2024
07/04/2024;7854;92;6;30;180;29/03/2024
07/04/2024;7855;93;5;90;450;05/04/2024
07/04/2024;7856;93;7;40;280;05/04/2024
07/04/2024;7857;94;5;90;450;06/04/2024
07/04/2024;7858;94;5;90;450;06/04/2024
07/04/2024;7859;94;5;90;450;06/04/2024
07/04/2024;7860;94;1;100;100;06/04/2024
07/04/2024;7861;95;1;100;100;06/04/2024
07/04/2024;7862;95;7;40;280;06/04/2024
07/04/2024;7863;95;6;30;180;06/04/2024
07/04/2024;7864;95;8;190;1520;06/04/2024
07/04/2024;7865;95;6;30;180;06/04/2024
07/04/2024;7866;95;5;90;450;06/04/2024
07/04/2024;7867;95;4;150;600;06/04/2024
07/04/2024;7868;95;10;200;2000;06/04/2024
07/04/2024;7869;95;6;30;180;06/04/2024
07/04/2024;7870;95;1;100;100;06/04/2024
08/04/2024;7871;2;10;200;2000;08/01/2023
08/04/2024;7872;8;2;105;210;06/02/2023
08/04/2024;7873;9;6;30;180;09/02/2023
08/04/2024;7874;13;8;190;1520;03/03/2023
08/04/2024;7875;18;6;30;180;18/03/2023
08/04/2024;7876;18;2;105;210;18/03/2023
08/04/2024;7877;18;3;120;360;18/03/2023
08/04/2024;7878;21;6;30;180;01/04/2023
08/04/2024;7879;26;10;200;2000;26/04/2023
08/04/2024;7880;32;10;200;2000;05/06/2023
08/04/2024;7881;33;7;40;280;08/06/2023
08/04/2024;7882;46;8;190;1520;27/08/2023
08/04/2024;7883;47;9;200;1800;28/08/2023
08/04/2024;7884;49;2;105;210;30/08/2023
08/04/2024;7885;52;10;200;2000;17/09/2023
08/04/2024;7886;53;4;150;600;21/09/2023
08/04/2024;7887;55;1;100;100;22/09/2023
08/04/2024;7888;57;10;200;2000;02/10/2023
08/04/2024;7889;59;2;105;210;18/10/2023
08/04/2024;7890;60;4;150;600;19/10/2023
08/04/2024;7891;60;6;30;180;19/10/2023
08/04/2024;7892;60;1;100;100;19/10/2023
08/04/2024;7893;61;10;200;2000;04/11/2023
08/04/2024;7894;65;10;200;2000;17/11/2023
08/04/2024;7895;66;8;190;1520;23/11/2023
08/04/2024;7896;67;2;105;210;24/11/2023
08/04/2024;7897;67;4;150;600;24/11/2023
08/04/2024;7898;69;6;30;180;03/12/2023
08/04/2024;7899;71;8;190;1520;12/12/2023
08/04/2024;7900;71;2;105;210;12/12/2023
08/04/2024;7901;72;10;200;2000;18/12/2023
08/04/2024;7902;73;7;40;280;20/12/2023
08/04/2024;7903;75;6;30;180;29/12/2023
08/04/2024;7904;82;10;200;2000;05/02/2024
08/04/2024;7905;82;2;105;210;05/02/2024
08/04/2024;7906;84;1;100;100;23/02/2024
08/04/2024;7907;84;2;105;210;23/02/2024
08/04/2024;7908;85;9;200;1800;29/02/2024
08/04/2024;7909;87;9;200;1800;04/03/2024
08/04/2024;7910;87;7;40;280;04/03/2024
08/04/2024;7911;87;3;120;360;04/03/2024
08/04/2024;7912;87;2;105;210;04/03/2024
08/04/2024;7913;88;8;190;1520;08/03/2024
08/04/2024;7914;89;2;105;210;10/03/2024
08/04/2024;7915;89;6;30;180;10/03/2024
08/04/2024;7916;89;6;30;180;10/03/2024
08/04/2024;7917;90;5;90;450;23/03/2024
08/04/2024;7918;90;9;200;1800;23/03/2024
08/04/2024;7919;90;10;200;2000;23/03/2024
08/04/2024;7920;91;8;190;1520;25/03/2024
08/04/2024;7921;91;1;100;100;25/03/2024
08/04/2024;7922;91;2;105;210;25/03/2024
08/04/2024;7923;93;9;200;1800;05/04/2024
08/04/2024;7924;93;1;100;100;05/04/2024
08/04/2024;7925;93;9;200;1800;05/04/2024
08/04/2024;7926;93;6;30;180;05/04/2024
08/04/2024;7927;94;1;100;100;06/04/2024
08/04/2024;7928;94;3;120;360;06/04/2024
08/04/2024;7929;94;7;40;280;06/04/2024
09/04/2024;7930;4;1;100;100;17/01/2023
09/04/2024;7931;6;10;200;2000;01/02/2023
09/04/2024;7932;20;10;200;2000;29/03/2023
09/04/2024;7933;29;1;100;100;13/05/2023
09/04/2024;7934;30;1;100;100;23/05/2023
09/04/2024;7935;30;1;100;100;23/05/2023
09/04/2024;7936;32;10;200;2000;05/06/2023
09/04/2024;7937;35;10;200;2000;17/06/2023
09/04/2024;7938;41;7;40;280;24/07/2023
09/04/2024;7939;43;1;100;100;26/07/2023
09/04/2024;7940;44;7;40;280;29/07/2023
09/04/2024;7941;48;5;90;450;29/08/2023
09/04/2024;7942;49;5;90;450;30/08/2023
09/04/2024;7943;58;1;100;100;12/10/2023
09/04/2024;7944;59;3;120;360;18/10/2023
09/04/2024;7945;59;4;150;600;18/10/2023
09/04/2024;7946;59;9;200;1800;18/10/2023
09/04/2024;7947;65;9;200;1800;17/11/2023
09/04/2024;7948;70;5;90;450;08/12/2023
09/04/2024;7949;70;9;200;1800;08/12/2023
09/04/2024;7950;71;5;90;450;12/12/2023
09/04/2024;7951;72;3;120;360;18/12/2023
09/04/2024;7952;72;9;200;1800;18/12/2023
09/04/2024;7953;72;7;40;280;18/12/2023
09/04/2024;7954;73;8;190;1520;20/12/2023
09/04/2024;7955;73;2;105;210;20/12/2023
09/04/2024;7956;73;10;200;2000;20/12/2023
09/04/2024;7957;74;1;100;100;25/12/2023
09/04/2024;7958;79;7;40;280;18/01/2024
09/04/2024;7959;80;10;200;2000;23/01/2024
09/04/2024;7960;81;10;200;2000;25/01/2024
09/04/2024;7961;81;10;200;2000;25/01/2024
09/04/2024;7962;82;8;190;1520;05/02/2024
09/04/2024;7963;83;2;105;210;15/02/2024
09/04/2024;7964;85;3;120;360;29/02/2024
09/04/2024;7965;86;2;105;210;03/03/2024
09/04/2024;7966;86;9;200;1800;03/03/2024
09/04/2024;7967;88;8;190;1520;08/03/2024
09/04/2024;7968;88;5;90;450;08/03/2024
09/04/2024;7969;90;9;200;1800;23/03/2024
09/04/2024;7970;91;8;190;1520;25/03/2024
09/04/2024;7971;91;10;200;2000;25/03/2024
09/04/2024;7972;91;5;90;450;25/03/2024
09/04/2024;7973;91;9;200;1800;25/03/2024
09/04/2024;7974;92;6;30;180;29/03/2024
09/04/2024;7975;92;9;200;1800;29/03/2024
09/04/2024;7976;92;10;200;2000;29/03/2024
09/04/2024;7977;93;5;90;450;05/04/2024
09/04/2024;7978;93;8;190;1520;05/04/2024
09/04/2024;7979;93;8;190;1520;05/04/2024
09/04/2024;7980;94;9;200;1800;06/04/2024
09/04/2024;7981;94;1;100;100;06/04/2024
09/04/2024;7982;95;9;200;1800;06/04/2024
09/04/2024;7983;95;9;200;1800;06/04/2024
10/04/2024;7984;2;4;150;600;08/01/2023
10/04/2024;7985;6;9;200;1800;01/02/2023
10/04/2024;7986;25;10;200;2000;25/04/2023
10/04/2024;7987;26;5;90;450;26/04/2023
10/04/2024;7988;31;2;105;210;23/05/2023
10/04/2024;7989;37;7;40;280;10/07/2023
10/04/2024;7990;37;3;120;360;10/07/2023
10/04/2024;7991;40;10;200;2000;15/07/2023
10/04/2024;7992;42;2;105;210;24/07/2023
10/04/2024;7993;43;8;190;1520;26/07/2023
10/04/2024;7994;46;2;105;210;27/08/2023
10/04/2024;7995;49;9;200;1800;30/08/2023
10/04/2024;7996;51;4;150;600;14/09/2023
10/04/2024;7997;53;9;200;1800;21/09/2023
10/04/2024;7998;54;4;150;600;22/09/2023
10/04/2024;7999;54;10;200;2000;22/09/2023
10/04/2024;8000;57;9;200;1800;02/10/2023
10/04/2024;8001;58;7;40;280;12/10/2023
10/04/2024;8002;59;5;90;450;18/10/2023
10/04/2024;8003;62;10;200;2000;07/11/2023
10/04/2024;8004;63;8;190;1520;07/11/2023
10/04/2024;8005;63;10;200;2000;07/11/2023
10/04/2024;8006;66;8;190;1520;23/11/2023
10/04/2024;8007;67;2;105;210;24/11/2023
10/04/2024;8008;70;10;200;2000;08/12/2023
10/04/2024;8009;73;6;30;180;20/12/2023
10/04/2024;8010;73;2;105;210;20/12/2023
10/04/2024;8011;74;3;120;360;25/12/2023
10/04/2024;8012;74;5;90;450;25/12/2023
10/04/2024;8013;76;7;40;280;10/01/2024
10/04/2024;8014;80;5;90;450;23/01/2024
10/04/2024;8015;80;8;190;1520;23/01/2024
10/04/2024;8016;80;10;200;2000;23/01/2024
10/04/2024;8017;83;3;120;360;15/02/2024
10/04/2024;8018;84;10;200;2000;23/02/2024
10/04/2024;8019;84;8;190;1520;23/02/2024
10/04/2024;8020;85;10;200;2000;29/02/2024
10/04/2024;8021;85;3;120;360;29/02/2024
10/04/2024;8022;86;2;105;210;03/03/2024
10/04/2024;8023;87;7;40;280;04/03/2024
10/04/2024;8024;88;5;90;450;08/03/2024
10/04/2024;8025;89;1;100;100;10/03/2024
10/04/2024;8026;89;2;105;210;10/03/2024
10/04/2024;8027;89;4;150;600;10/03/2024
10/04/2024;8028;89;3;120;360;10/03/2024
10/04/2024;8029;89;5;90;450;10/03/2024
10/04/2024;8030;90;10;200;2000;23/03/2024
10/04/2024;8031;90;5;90;450;23/03/2024
10/04/2024;8032;90;4;150;600;23/03/2024
10/04/2024;8033;91;8;190;1520;25/03/2024
10/04/2024;8034;91;5;90;450;25/03/2024
10/04/2024;8035;91;10;200;2000;25/03/2024
10/04/2024;8036;92;9;200;1800;29/03/2024
10/04/2024;8037;92;6;30;180;29/03/2024
10/04/2024;8038;92;10;200;2000;29/03/2024
10/04/2024;8039;92;5;90;450;29/03/2024
10/04/2024;8040;94;9;200;1800;06/04/2024
10/04/2024;8041;94;1;100;100;06/04/2024
10/04/2024;8042;95;10;200;2000;06/04/2024
10/04/2024;8043;95;5;90;450;06/04/2024
10/04/2024;8044;95;5;90;450;06/04/2024
10/04/2024;8045;95;2;105;210;06/04/2024
11/04/2024;8046;1;4;150;600;01/01/2023
11/04/2024;8047;9;3;120;360;09/02/2023
11/04/2024;8048;13;6;30;180;03/03/2023
11/04/2024;8049;13;10;200;2000;03/03/2023
11/04/2024;8050;27;10;200;2000;04/05/2023
11/04/2024;8051;28;3;120;360;08/05/2023
11/04/2024;8052;29;10;200;2000;13/05/2023
11/04/2024;8053;31;8;190;1520;23/05/2023
11/04/2024;8054;37;3;120;360;10/07/2023
11/04/2024;8055;38;2;105;210;13/07/2023
11/04/2024;8056;39;10;200;2000;15/07/2023
11/04/2024;8057;40;9;200;1800;15/07/2023
11/04/2024;8058;44;4;150;600;29/07/2023
11/04/2024;8059;46;1;100;100;27/08/2023
11/04/2024;8060;46;9;200;1800;27/08/2023
11/04/2024;8061;47;1;100;100;28/08/2023
11/04/2024;8062;50;1;100;100;04/09/2023
11/04/2024;8063;50;4;150;600;04/09/2023
11/04/2024;8064;53;2;105;210;21/09/2023
11/04/2024;8065;54;4;150;600;22/09/2023
11/04/2024;8066;54;3;120;360;22/09/2023
11/04/2024;8067;55;10;200;2000;22/09/2023
11/04/2024;8068;55;7;40;280;22/09/2023
11/04/2024;8069;58;7;40;280;12/10/2023
11/04/2024;8070;58;7;40;280;12/10/2023
11/04/2024;8071;59;6;30;180;18/10/2023
11/04/2024;8072;60;4;150;600;19/10/2023
11/04/2024;8073;69;6;30;180;03/12/2023
11/04/2024;8074;70;5;90;450;08/12/2023
11/04/2024;8075;71;9;200;1800;12/12/2023
11/04/2024;8076;71;9;200;1800;12/12/2023
11/04/2024;8077;71;10;200;2000;12/12/2023
11/04/2024;8078;72;1;100;100;18/12/2023
11/04/2024;8079;73;6;30;180;20/12/2023
11/04/2024;8080;73;1;100;100;20/12/2023
11/04/2024;8081;75;3;120;360;29/12/2023
11/04/2024;8082;76;1;100;100;10/01/2024
11/04/2024;8083;77;1;100;100;10/01/2024
11/04/2024;8084;77;8;190;1520;10/01/2024
11/04/2024;8085;78;9;200;1800;12/01/2024
11/04/2024;8086;79;6;30;180;18/01/2024
11/04/2024;8087;79;7;40;280;18/01/2024
11/04/2024;8088;80;1;100;100;23/01/2024
11/04/2024;8089;80;8;190;1520;23/01/2024
11/04/2024;8090;81;6;30;180;25/01/2024
11/04/2024;8091;81;9;200;1800;25/01/2024
11/04/2024;8092;83;10;200;2000;15/02/2024
11/04/2024;8093;83;1;100;100;15/02/2024
11/04/2024;8094;83;8;190;1520;15/02/2024
11/04/2024;8095;85;7;40;280;29/02/2024
11/04/2024;8096;85;9;200;1800;29/02/2024
11/04/2024;8097;86;5;90;450;03/03/2024
11/04/2024;8098;86;2;105;210;03/03/2024
11/04/2024;8099;86;1;100;100;03/03/2024
11/04/2024;8100;87;2;105;210;04/03/2024
11/04/2024;8101;87;7;40;280;04/03/2024
11/04/2024;8102;88;2;105;210;08/03/2024
11/04/2024;8103;89;10;200;2000;10/03/2024
11/04/2024;8104;89;4;150;600;10/03/2024
11/04/2024;8105;90;8;190;1520;23/03/2024
11/04/2024;8106;90;7;40;280;23/03/2024
11/04/2024;8107;91;9;200;1800;25/03/2024
11/04/2024;8108;91;6;30;180;25/03/2024
11/04/2024;8109;92;3;120;360;29/03/2024
11/04/2024;8110;93;1;100;100;05/04/2024
11/04/2024;8111;93;2;105;210;05/04/2024
11/04/2024;8112;93;5;90;450;05/04/2024
11/04/2024;8113;93;4;150;600;05/04/2024
11/04/2024;8114;93;4;150;600;05/04/2024
11/04/2024;8115;93;10;200;2000;05/04/2024
11/04/2024;8116;94;1;100;100;06/04/2024
11/04/2024;8117;95;4;150;600;06/04/2024
11/04/2024;8118;95;7;40;280;06/04/2024
12/04/2024;8119;1;7;40;280;01/01/2023
12/04/2024;8120;2;8;190;1520;08/01/2023
12/04/2024;8121;3;1;100;100;15/01/2023
12/04/2024;8122;5;5;90;450;31/01/2023
12/04/2024;8123;10;6;30;180;14/02/2023
12/04/2024;8124;11;1;100;100;16/02/2023
12/04/2024;8125;13;10;200;2000;03/03/2023
12/04/2024;8126;14;4;150;600;03/03/2023
12/04/2024;8127;18;10;200;2000;18/03/2023
12/04/2024;8128;23;10;200;2000;13/04/2023
12/04/2024;8129;25;2;105;210;25/04/2023
12/04/2024;8130;26;4;150;600;26/04/2023
12/04/2024;8131;30;2;105;210;23/05/2023
12/04/2024;8132;32;2;105;210;05/06/2023
12/04/2024;8133;34;4;150;600;09/06/2023
12/04/2024;8134;38;10;200;2000;13/07/2023
12/04/2024;8135;40;7;40;280;15/07/2023
12/04/2024;8136;41;1;100;100;24/07/2023
12/04/2024;8137;41;3;120;360;24/07/2023
12/04/2024;8138;44;8;190;1520;29/07/2023
12/04/2024;8139;45;7;40;280;30/07/2023
12/04/2024;8140;47;1;100;100;28/08/2023
12/04/2024;8141;49;1;100;100;30/08/2023
12/04/2024;8142;53;2;105;210;21/09/2023
12/04/2024;8143;55;10;200;2000;22/09/2023
12/04/2024;8144;58;4;150;600;12/10/2023
12/04/2024;8145;60;4;150;600;19/10/2023
12/04/2024;8146;64;9;200;1800;14/11/2023
12/04/2024;8147;64;10;200;2000;14/11/2023
12/04/2024;8148;65;4;150;600;17/11/2023
12/04/2024;8149;65;10;200;2000;17/11/2023
12/04/2024;8150;66;2;105;210;23/11/2023
12/04/2024;8151;66;9;200;1800;23/11/2023
12/04/2024;8152;67;4;150;600;24/11/2023
12/04/2024;8153;71;4;150;600;12/12/2023
12/04/2024;8154;72;2;105;210;18/12/2023
12/04/2024;8155;75;8;190;1520;29/12/2023
12/04/2024;8156;75;10;200;2000;29/12/2023
12/04/2024;8157;77;8;190;1520;10/01/2024
12/04/2024;8158;78;3;120;360;12/01/2024
12/04/2024;8159;78;6;30;180;12/01/2024
12/04/2024;8160;79;5;90;450;18/01/2024
12/04/2024;8161;80;9;200;1800;23/01/2024
12/04/2024;8162;81;10;200;2000;25/01/2024
12/04/2024;8163;85;7;40;280;29/02/2024
12/04/2024;8164;85;5;90;450;29/02/2024
12/04/2024;8165;87;6;30;180;04/03/2024
12/04/2024;8166;87;5;90;450;04/03/2024
12/04/2024;8167;88;5;90;450;08/03/2024
12/04/2024;8168;88;6;30;180;08/03/2024
12/04/2024;8169;88;6;30;180;08/03/2024
12/04/2024;8170;89;6;30;180;10/03/2024
12/04/2024;8171;89;1;100;100;10/03/2024
12/04/2024;8172;89;8;190;1520;10/03/2024
12/04/2024;8173;90;9;200;1800;23/03/2024
12/04/2024;8174;90;7;40;280;23/03/2024
12/04/2024;8175;90;7;40;280;23/03/2024
12/04/2024;8176;91;9;200;1800;25/03/2024
12/04/2024;8177;91;4;150;600;25/03/2024
12/04/2024;8178;92;3;120;360;29/03/2024
12/04/2024;8179;92;8;190;1520;29/03/2024
12/04/2024;8180;92;7;40;280;29/03/2024
12/04/2024;8181;92;3;120;360;29/03/2024
12/04/2024;8182;92;7;40;280;29/03/2024
12/04/2024;8183;92;6;30;180;29/03/2024
12/04/2024;8184;92;3;120;360;29/03/2024
12/04/2024;8185;92;1;100;100;29/03/2024
12/04/2024;8186;94;6;30;180;06/04/2024
12/04/2024;8187;94;1;100;100;06/04/2024
12/04/2024;8188;95;4;150;600;06/04/2024
12/04/2024;8189;95;8;190;1520;06/04/2024
12/04/2024;8190;95;4;150;600;06/04/2024
12/04/2024;8191;95;3;120;360;06/04/2024
12/04/2024;8192;95;2;105;210;06/04/2024
12/04/2024;8193;95;9;200;1800;06/04/2024
13/04/2024;8194;1;1;100;100;01/01/2023
13/04/2024;8195;3;3;120;360;15/01/2023
13/04/2024;8196;21;9;200;1800;01/04/2023
13/04/2024;8197;24;1;100;100;22/04/2023
13/04/2024;8198;29;3;120;360;13/05/2023
13/04/2024;8199;33;7;40;280;08/06/2023
13/04/2024;8200;36;2;105;210;09/07/2023
13/04/2024;8201;43;9;200;1800;26/07/2023
13/04/2024;8202;43;7;40;280;26/07/2023
13/04/2024;8203;48;4;150;600;29/08/2023
13/04/2024;8204;53;8;190;1520;21/09/2023
13/04/2024;8205;57;3;120;360;02/10/2023
13/04/2024;8206;57;6;30;180;02/10/2023
13/04/2024;8207;65;8;190;1520;17/11/2023
13/04/2024;8208;66;6;30;180;23/11/2023
13/04/2024;8209;67;5;90;450;24/11/2023
13/04/2024;8210;70;2;105;210;08/12/2023
13/04/2024;8211;70;10;200;2000;08/12/2023
13/04/2024;8212;71;3;120;360;12/12/2023
13/04/2024;8213;75;5;90;450;29/12/2023
13/04/2024;8214;76;9;200;1800;10/01/2024
13/04/2024;8215;76;5;90;450;10/01/2024
13/04/2024;8216;76;2;105;210;10/01/2024
13/04/2024;8217;78;6;30;180;12/01/2024
13/04/2024;8218;80;2;105;210;23/01/2024
13/04/2024;8219;83;3;120;360;15/02/2024
13/04/2024;8220;84;7;40;280;23/02/2024
13/04/2024;8221;84;2;105;210;23/02/2024
13/04/2024;8222;84;6;30;180;23/02/2024
13/04/2024;8223;85;2;105;210;29/02/2024
13/04/2024;8224;85;10;200;2000;29/02/2024
13/04/2024;8225;85;6;30;180;29/02/2024
13/04/2024;8226;86;7;40;280;03/03/2024
13/04/2024;8227;87;8;190;1520;04/03/2024
13/04/2024;8228;87;10;200;2000;04/03/2024
13/04/2024;8229;88;7;40;280;08/03/2024
13/04/2024;8230;89;4;150;600;10/03/2024
13/04/2024;8231;90;4;150;600;23/03/2024
13/04/2024;8232;90;10;200;2000;23/03/2024
13/04/2024;8233;90;8;190;1520;23/03/2024
13/04/2024;8234;91;1;100;100;25/03/2024
13/04/2024;8235;91;10;200;2000;25/03/2024
